Province,District,Dengue_Cases,Month,Year,Date,City,Temp_Max_Mean,Temp_Min_Mean,Temp_Mean,Precipitation,Rain_Sum,Humidity_Proxy,Windspeed_Max,Latitude,Longitude
North central,Polonnaruwa,21,4,2019,2019-04-01,Kalmunai,31.793333333333333,26.256666666666668,28.92,37.0,37.0,5.069333333333334,15.483333333333333,7.4000015,81.80002
North central,Polonnaruwa,23,5,2019,2019-05-01,Kalmunai,33.45161290322581,27.299999999999997,30.138709677419353,13.5,13.5,5.522258064516129,17.461290322580645,7.4000015,81.80002
North central,Polonnaruwa,40,6,2019,2019-06-01,Kalmunai,34.47666666666667,27.343333333333337,30.553333333333335,12.5,12.5,5.368333333333334,15.18,7.4000015,81.80002
North central,Polonnaruwa,49,7,2019,2019-07-01,Kalmunai,33.84838709677419,26.951612903225808,29.958064516129035,18.2,18.2,5.518387096774194,17.729032258064517,7.4000015,81.80002
North central,Polonnaruwa,43,8,2019,2019-08-01,Kalmunai,32.81290322580645,26.270967741935483,28.958064516129035,62.8,62.8,4.862903225806452,16.14516129032258,7.4000015,81.80002
North central,Polonnaruwa,36,9,2019,2019-09-01,Kalmunai,31.603333333333335,25.77,28.16,119.9,119.9,4.807666666666666,16.75,7.4000015,81.80002
North central,Polonnaruwa,51,10,2019,2019-10-01,Kalmunai,28.774193548387096,24.85483870967742,26.529032258064515,349.8,349.8,3.3680645161290323,14.55483870967742,7.4000015,81.80002
North central,Polonnaruwa,108,11,2019,2019-11-01,Kalmunai,28.65666666666667,24.613333333333333,26.526666666666664,252.39999999999998,252.39999999999998,3.4856666666666665,14.33,7.4000015,81.80002
North central,Polonnaruwa,107,12,2019,2019-12-01,Kalmunai,27.51290322580645,24.70967741935484,26.0,291.1,291.1,2.9561290322580644,16.97741935483871,7.4000015,81.80002
Northern,Jaffna,900,1,2019,2019-01-01,Jaffna,26.893548387096775,24.23225806451613,25.467741935483872,0.2,0.2,4.791935483870968,25.309677419354838,9.700005,80.0
Northern,Jaffna,454,2,2019,2019-02-01,Jaffna,28.946428571428573,25.482142857142858,27.071428571428573,13.9,13.9,4.886428571428572,23.364285714285717,9.700005,80.0
Northern,Jaffna,268,3,2019,2019-03-01,Jaffna,31.08709677419355,26.34193548387097,28.403225806451612,1.2999999999999998,1.2999999999999998,5.809677419354839,21.63225806451613,9.700005,80.0
Northern,Jaffna,161,4,2019,2019-04-01,Jaffna,32.32333333333334,27.716666666666665,29.84,17.4,17.4,5.540666666666667,18.873333333333335,9.700005,80.0
Northern,Jaffna,123,5,2019,2019-05-01,Jaffna,32.05161290322581,28.458064516129035,29.929032258064513,1.6,1.6,6.176451612903226,33.78387096774193,9.700005,80.0
Northern,Jaffna,59,6,2019,2019-06-01,Jaffna,31.583333333333332,28.55666666666667,29.8,5.8,5.8,5.924333333333333,36.11333333333334,9.700005,80.0
Northern,Jaffna,90,7,2019,2019-07-01,Jaffna,30.638709677419353,27.309677419354838,28.858064516129033,52.8,52.8,5.190322580645161,32.248387096774195,9.700005,80.0
Northern,Jaffna,110,8,2019,2019-08-01,Jaffna,30.103225806451615,27.229032258064517,28.45483870967742,71.7,71.7,4.993870967741936,35.303225806451614,9.700005,80.0
Northern,Jaffna,154,9,2019,2019-09-01,Jaffna,29.823333333333334,26.529999999999998,28.06,121.2,121.2,4.821666666666667,30.503333333333334,9.700005,80.0
Northern,Jaffna,538,10,2019,2019-10-01,Jaffna,28.76451612903226,25.55483870967742,27.15806451612903,294.8,294.8,3.6535483870967744,18.31935483870968,9.700005,80.0
Northern,Jaffna,2641,11,2019,2019-11-01,Jaffna,28.446666666666665,25.529999999999998,26.986666666666668,187.6,187.6,3.728333333333333,21.323333333333334,9.700005,80.0
Northern,Jaffna,2763,12,2019,2019-12-01,Jaffna,27.387096774193548,25.129032258064516,26.258064516129032,246.0,246.0,3.560967741935484,25.90967741935484,9.700005,80.0
Northern,Kilinochchi,34,1,2019,2019-01-01,Jaffna,26.893548387096775,24.23225806451613,25.467741935483872,0.2,0.2,4.791935483870968,25.309677419354838,9.700005,80.0
Northern,Kilinochchi,23,2,2019,2019-02-01,Jaffna,28.946428571428573,25.482142857142858,27.071428571428573,13.9,13.9,4.886428571428572,23.364285714285717,9.700005,80.0
Northern,Kilinochchi,16,3,2019,2019-03-01,Jaffna,31.08709677419355,26.34193548387097,28.403225806451612,1.2999999999999998,1.2999999999999998,5.809677419354839,21.63225806451613,9.700005,80.0
Northern,Kilinochchi,11,4,2019,2019-04-01,Jaffna,32.32333333333334,27.716666666666665,29.84,17.4,17.4,5.540666666666667,18.873333333333335,9.700005,80.0
Northern,Kilinochchi,12,5,2019,2019-05-01,Jaffna,32.05161290322581,28.458064516129035,29.929032258064513,1.6,1.6,6.176451612903226,33.78387096774193,9.700005,80.0
Northern,Kilinochchi,9,6,2019,2019-06-01,Jaffna,31.583333333333332,28.55666666666667,29.8,5.8,5.8,5.924333333333333,36.11333333333334,9.700005,80.0
Northern,Kilinochchi,11,7,2019,2019-07-01,Jaffna,30.638709677419353,27.309677419354838,28.858064516129033,52.8,52.8,5.190322580645161,32.248387096774195,9.700005,80.0
Northern,Kilinochchi,5,8,2019,2019-08-01,Jaffna,30.103225806451615,27.229032258064517,28.45483870967742,71.7,71.7,4.993870967741936,35.303225806451614,9.700005,80.0
